협정,류,호,소호,적용단위,기준
RCEP,39,39.02,,39.02,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.03,,39.03,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.04,,39.04,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.05,,39.05,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.06,,39.06,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.07,,39.07,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.08,,39.08,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.09,,39.09,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.10,3910.00,3910.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.11,,39.11,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.12,,39.12,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.13,,39.13,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.14,3914.00,3914.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.15,,39.15,4단위 세번변경기준
RCEP,39,39.16,,39.16,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.17,,39.17,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.18,,39.18,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.19,,39.19,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.20,,39.20,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.21,,39.21,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.22,,39.22,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.23,,39.23,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.24,,39.24,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.25,,39.25,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,39,39.26,,39.26,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.01,,40.01,2단위 세번변경기준
RCEP,40,40.02,,40.02,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.03,4003.00,4003.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.04,4004.00,4004.00,4단위 세번변경기준
RCEP,40,40.05,,40.05,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.06,,40.06,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.07,4007.00,4007.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.08,,40.08,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.09,,40.09,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.10,,40.10,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.11,,40.11,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.12,,40.12,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.13,,40.13,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.14,,40.14,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.15,,40.15,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.16,,40.16,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,40,40.17,4017.00,4017.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.01,,41.01,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.02,,41.02,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.03,,41.03,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.04,,41.04,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.05,,41.05,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.06,,41.06,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.07,,41.07,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.12,4112.00,4112.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.13,,41.13,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.14,,41.14,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,41,41.15,,41.15,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,42,,,42,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,43,43.01,,43.01,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,43,43.02,,43.02,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,43,43.03,,43.03,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,43,43.04,4304.00,4304.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.01,,44.01,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.02,,44.02,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.03,,44.03,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.04,,44.04,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.05,4405.00,4405.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.06,,44.06,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.07,,44.07,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.08,,44.08,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.09,,44.09,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.10,,44.10,4단위 세번변경기준
RCEP,44,44.11,,44.11,4단위 세번변경기준
RCEP,44,44.12,,44.12,4단위 세번변경기준
RCEP,44,44.13,4413.00,4413.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.14,,44.14,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.15,,44.15,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.16,4416.00,4416.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.17,4417.00,4417.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.18,,44.18,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.19,,44.19,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.20,,44.20,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,44,44.21,,44.21,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,45,,,45,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.01,4601.21,4601.21,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.01,4601.22,4601.22,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.01,4601.29,4601.29,4단위 세번변경기준(제1401호의 것은 제외한다) 또는 당사자 에서 발생한 부가가치가 40퍼센트 이상일 것
RCEP,46,46.01,4601.92,4601.92,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.01,4601.93,4601.93,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.01,4601.94,4601.94,4단위 세번변경기준(제1401호의 것은 제외한다) 또는 당사자 에서 발생한 부가가치가 40퍼센트 이상일 것
RCEP,46,46.01,4601.99,4601.99,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.02,4602.11,4602.11,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.02,4602.12,4602.12,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,46,46.02,4602.19,4602.19,4단위 세번변경기준(제1401호의 것은 제외한다) 또는 당사자 에서 발생한 부가가치가 40퍼센트 이상일 것
RCEP,46,46.02,4602.90,4602.90,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.01,4701.00,4701.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.02,4702.00,4702.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.03,,47.03,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.04,,47.04,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.05,4705.00,4705.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.06,,47.06,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,47,47.07,,47.07,완전생산기준
RCEP,48,48.01,4801.00,4801.00,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.02,,48.02,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.03,4803.00,4803.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.11,4804.11,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.19,4804.19,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.21,4804.21,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.29,4804.29,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.31,4804.31,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.39,4804.39,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.41,4804.41,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.42,4804.42,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.49,4804.49,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.51,4804.51,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.52,4804.52,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.04,4804.59,4804.59,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.05,,48.05,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.06,,48.06,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.07,4807.00,4807.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.08,4808.10,4808.10,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.08,4808.40,4808.40,4단위 세번변경기준(제4804호의 것은 제외한다) 또는 당사자 에서 발생한 부가가치가 40퍼센트 이상일 것
RCEP,48,48.08,4808.90,4808.90,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.09,,48.09,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.10,,48.10,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.11,,48.11,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.12,4812.00,4812.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.13,,48.13,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.14,,48.14,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.16,,48.16,4단위 세번변경기준(제4809호의 것은 제외한다) 또는 당사자 에서 발생한 부가가치가 40퍼센트 이상일 것
RCEP,48,48.17,,48.17,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.18,,48.18,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.19,,48.19,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.20,,48.20,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.21,,48.21,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.22,,48.22,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,48,48.23,,48.23,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,49,,,49,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,50,50.01,5001.00,5001.00,2단위 세번변경기준
RCEP,50,50.02,5002.00,5002.00,2단위 세번변경기준
RCEP,50,50.03,5003.00,5003.00,2단위 세번변경기준
RCEP,50,50.04,5004.00,5004.00,4단위 세번변경기준
RCEP,50,50.05,5005.00,5005.00,4단위 세번변경기준
RCEP,50,50.06,5006.00,5006.00,4단위 세번변경기준(제5004호 또는 제5005호의 것은 제외한 다)
RCEP,50,50.07,,50.07,4단위 세번변경기준
RCEP,51,51.01,,51.01,2단위 세번변경기준
RCEP,51,51.02,,51.02,2단위 세번변경기준
RCEP,51,51.03,,51.03,2단위 세번변경기준
RCEP,51,51.04,5104.00,5104.00,4단위 세번변경기준
RCEP,51,51.05,,51.05,2단위 세번변경기준
RCEP,51,51.06,,51.06,4단위 세번변경기준
RCEP,51,51.07,,51.07,4단위 세번변경기준
RCEP,51,51.08,,51.08,4단위 세번변경기준
RCEP,51,51.09,,51.09,4단위 세번변경기준(제5106호부터 제5108호까지의 것은 제외 한다)
RCEP,51,51.10,5110.00,5110.00,4단위 세번변경기준
RCEP,51,51.11,,51.11,4단위 세번변경기준
RCEP,51,51.12,,51.12,4단위 세번변경기준
RCEP,51,51.13,5113.00,5113.00,4단위 세번변경기준
RCEP,52,52.01,5201.00,5201.00,2단위 세번변경기준
RCEP,52,52.02,,52.02,2단위 세번변경기준
RCEP,52,52.03,5203.00,5203.00,2단위 세번변경기준
RCEP,52,52.04,,52.04,4단위 세번변경기준
RCEP,52,52.05,,52.05,4단위 세번변경기준
RCEP,52,52.06,,52.06,4단위 세번변경기준
RCEP,52,52.07,,52.07,4단위 세번변경기준(제5205호 또는 제5206호의 것은 제외한 다)
RCEP,52,52.08,,52.08,4단위 세번변경기준
RCEP,52,52.09,,52.09,4단위 세번변경기준
RCEP,52,52.10,,52.10,4단위 세번변경기준
RCEP,52,52.11,,52.11,4단위 세번변경기준
RCEP,52,52.12,,52.12,4단위 세번변경기준
RCEP,53,53.01,,53.01,2단위 세번변경기준
RCEP,53,53.02,,53.02,2단위 세번변경기준
RCEP,53,53.03,,53.03,2단위 세번변경기준
RCEP,53,53.05,5305.00,5305.00,2단위 세번변경기준
RCEP,53,53.06,,53.06,4단위 세번변경기준
RCEP,53,53.07,,53.07,4단위 세번변경기준
RCEP,53,53.08,,53.08,4단위 세번변경기준
RCEP,53,53.09,,53.09,4단위 세번변경기준
RCEP,53,53.10,,53.10,4단위 세번변경기준
RCEP,53,53.11,5311.00,5311.00,4단위 세번변경기준
RCEP,54,54.01,,54.01,2단위 세번변경기준
RCEP,54,54.02,,54.02,2단위 세번변경기준
RCEP,54,54.03,,54.03,2단위 세번변경기준
RCEP,54,54.04,,54.04,2단위 세번변경기준
RCEP,54,54.05,5405.00,5405.00,2단위 세번변경기준
RCEP,54,54.06,5406.00,5406.00,2단위 세번변경기준
RCEP,54,54.07,,54.07,4단위 세번변경기준
RCEP,54,54.08,,54.08,4단위 세번변경기준
RCEP,55,55.01,,55.01,2단위 세번변경기준
RCEP,55,55.02,,55.02,2단위 세번변경기준
RCEP,55,55.03,,55.03,2단위 세번변경기준
RCEP,55,55.04,,55.04,2단위 세번변경기준
RCEP,55,55.05,,55.05,2단위 세번변경기준
RCEP,55,55.06,,55.06,2단위 세번변경기준
RCEP,55,55.07,5507.00,5507.00,2단위 세번변경기준
RCEP,55,55.08,,55.08,4단위 세번변경기준
RCEP,55,55.09,,55.09,4단위 세번변경기준
RCEP,55,55.10,,55.10,4단위 세번변경기준
RCEP,55,55.11,,55.11,4단위 세번변경기준(제5509호 또는 제5510호의 것은 제외한 다)
RCEP,55,55.12,,55.12,4단위 세번변경기준
RCEP,55,55.13,5513.11,5513.11,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.13,5513.12,5513.12,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.13,5513.13,5513.13,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.13,5513.19,5513.19,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.13,5513.21,5513.21,4단위 세번변경기준
RCEP,55,55.13,5513.23,5513.23,4단위 세번변경기준
RCEP,55,55.13,5513.29,5513.29,4단위 세번변경기준
RCEP,55,55.13,5513.31,5513.31,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.13,5513.39,5513.39,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.13,5513.41,5513.41,4단위 세번변경기준
RCEP,55,55.13,5513.49,5513.49,4단위 세번변경기준
RCEP,55,55.14,5514.11,5514.11,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.14,5514.12,5514.12,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.14,5514.19,5514.19,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.14,5514.21,5514.21,4단위 세번변경기준
RCEP,55,55.14,5514.22,5514.22,4단위 세번변경기준
RCEP,55,55.14,5514.23,5514.23,4단위 세번변경기준
RCEP,55,55.14,5514.29,5514.29,4단위 세번변경기준
RCEP,55,55.14,5514.30,5514.30,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.14,5514.41,5514.41,4단위 세번변경기준
RCEP,55,55.14,5514.42,5514.42,4단위 세번변경기준
RCEP,55,55.14,5514.43,5514.43,4단위 세번변경기준
RCEP,55,55.14,5514.49,5514.49,4단위 세번변경기준
RCEP,55,55.15,,55.15,4단위 세번변경기준
RCEP,55,55.16,5516.11,5516.11,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.12,5516.12,4단위 세번변경기준
RCEP,55,55.16,5516.13,5516.13,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.14,5516.14,4단위 세번변경기준
RCEP,55,55.16,5516.21,5516.21,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.22,5516.22,4단위 세번변경기준
RCEP,55,55.16,5516.23,5516.23,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.24,5516.24,4단위 세번변경기준
RCEP,55,55.16,5516.31,5516.31,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.32,5516.32,4단위 세번변경기준
RCEP,55,55.16,5516.33,5516.33,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.34,5516.34,4단위 세번변경기준
RCEP,55,55.16,5516.41,5516.41,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.42,5516.42,4단위 세번변경기준
RCEP,55,55.16,5516.43,5516.43,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.44,5516.44,4단위 세번변경기준
RCEP,55,55.16,5516.91,5516.91,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.92,5516.92,4단위 세번변경기준
RCEP,55,55.16,5516.93,5516.93,4단위 세번변경기준(제5509호부터 제5511호까지의 것은 제외 한다)
RCEP,55,55.16,5516.94,5516.94,4단위 세번변경기준
RCEP,56,56.01,,56.01,2단위 세번변경기준
RCEP,56,56.02,,56.02,2단위 세번변경기준
RCEP,56,56.03,,56.03,2단위 세번변경기준
RCEP,56,56.04,,56.04,2단위 세번변경기준
RCEP,56,56.05,5605.00,5605.00,2단위 세번변경기준
RCEP,56,56.06,5606.00,5606.00,2단위 세번변경기준
RCEP,56,56.07,,56.07,2단위 세번변경기준
RCEP,56,56.08,5608.11,5608.11,2단위 세번변경기준
RCEP,56,56.08,5608.19,5608.19,4단위 세번변경기준
RCEP,56,56.08,5608.90,5608.90,4단위 세번변경기준
RCEP,56,56.09,5609.00,5609.00,4단위 세번변경기준
RCEP,57,,,57,2단위 세번변경기준
RCEP,58,,,58,2단위 세번변경기준
RCEP,59,,,59,2단위 세번변경기준
RCEP,60,,,60,2단위 세번변경기준
RCEP,61,,,61,2단위 세번변경기준
RCEP,62,,,62,2단위 세번변경기준
RCEP,63,63.01,,63.01,2단위 세번변경기준
RCEP,63,63.02,,63.02,2단위 세번변경기준
RCEP,63,63.03,,63.03,2단위 세번변경기준
RCEP,63,63.04,,63.04,2단위 세번변경기준
RCEP,63,63.05,,63.05,2단위 세번변경기준
RCEP,63,63.06,6306.12,6306.12,2단위 세번변경기준
RCEP,63,63.06,6306.19,6306.19,2단위 세번변경기준
RCEP,63,63.06,6306.22,6306.22,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,63,63.06,6306.29,6306.29,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,63,63.06,6306.30,6306.30,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,63,63.06,6306.40,6306.40,2단위 세번변경기준
RCEP,63,63.06,6306.90,6306.90,2단위 세번변경기준
RCEP,63,63.07,6307.10,6307.10,2단위 세번변경기준
RCEP,63,63.07,6307.20,6307.20,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,63,63.07,6307.90,6307.90,2단위 세번변경기준
RCEP,63,63.08,6308.00,6308.00,2단위 세번변경기준
RCEP,63,63.09,6309.00,6309.00,2단위 세번변경기준
RCEP,63,63.10,,63.10,2단위 세번변경기준
RCEP,64,64.01,,64.01,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,64,64.02,,64.02,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,64,64.03,,64.03,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,64,64.04,,64.04,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,64,64.05,,64.05,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,64,64.06,,64.06,2단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,65,,,65,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,66,,,66,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,67,,,67,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,68,,,68,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,69,,,69,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,70,70.01,7001.00,7001.00,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,70,70.02,,70.02,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,70,70.03,,70.03,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,70,70.04,,70.04,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
RCEP,70,70.05,,70.05,4단위 세번변경기준 또는 당사자에서 발생한 부가가치가 40퍼 센트 이상일 것
